stock,client_name,exchange,deal_type,action,date,avg_price,quantity,percentage_traded
CarTrade Tech,HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY SMALLER COMPANIES,BSE,Bulk,Purchase,24-06-2024,828,434510,0.90%
SJS Enterprises,HSBC GLOBAL INVESTMENT FUNDS - ASIA EX JAPAN EQUITY SMALLER COMPANIES,NSE,Bulk,Purchase,22-08-2023,600,502000,1.57%
Shriram Finance,HSBC GLOBAL INVESTMENT FUNDS  GLOBAL EMERGING MARKETS EQUITY,NSE,Block,Purchase,21-06-2023,1545,65186,0.00%
Sammaan Capital,HSBC GLOBAL INVESTMENT FUNDS - ASIA EX JAPAN EQUITY,NSE,Block,Purchase,16-12-2021,262.35,459655,0.04%
Stove Kraft,HSBC GLOBAL INVESTMENT FUNDS - ASIA EX JAPAN EQUITY SMALLER COMPANIES,NSE,Bulk,Purchase,07-09-2021,929.85,537112,1.62%
Kotak Mahindra Bank,HSBC GLOBAL INVESTMENT FUNDS,BSE,Block,Purchase,02-06-2020,1240,853971,0.01%
AU SF Bank,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Purchase,10-08-2018,638,1075000,0.14%
South Ind Bank,HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY SMALLER COMPANIES,NSE,Bulk,Sell,11-10-2017,30.49,11982424,0.46%
Poonawalla Fincorp,HSBC GLOBAL INVESTMENT FUNDASIA EX JAPAN EQUITY SMALLER COMPANIES,BSE,Bulk,Purchase,20-09-2017,180.17,2228649,0.25%
Navin Fluorine ,HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY SMALLER COMPANI,BSE,Bulk,Purchase,27-06-2017,2875,156646,0.31%
Allcargo Logistics,HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY SMALLER COMPANI,BSE,Bulk,Purchase,26-04-2017,180,2232929,0.15%
Allcargo Logistics,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Bulk,Purchase,26-04-2017,180,1568789,0.10%
Quick Heal Tech,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Bulk,Purchase,22-12-2016,260.45,419517,0.77%
CG Power & Industrial,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,24-10-2016,76.5,2219688,0.14%
CG Power & Industrial,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,24-10-2016,76.5,2219688,0.14%
Jindal Steel,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,24-10-2016,76.5,4360894,0.43%
Jindal Steel,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,24-10-2016,76.5,4360894,0.43%
ONGC,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,24-10-2016,280,692360,0.01%
ONGC,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,24-10-2016,280,692360,0.01%
SBI,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,24-10-2016,258,773537,0.01%
SBI,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,24-10-2016,258,773537,0.01%
Sammaan Capital,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,17-10-2016,840,456287,0.04%
Sammaan Capital,HSBC GLOBAL INVESTMENT FUNDS GLOBAL EMERGING MARKETS EQUITY,BSE,Block,Purchase,17-10-2016,838,126017,0.01%
Sammaan Capital,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,17-10-2016,840,456287,0.04%
L&T,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,17-10-2016,1472,257235,0.02%
L&T,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,17-10-2016,1472,257235,0.02%
Aditya Birla Fashion,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,17-10-2016,140,2590573,0.21%
Aditya Birla Fashion,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,17-10-2016,140,2590573,0.21%
Cairn,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,03-10-2016,201,1844033,-%
Cairn,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,03-10-2016,201,1844033,-%
HDFC Bank,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,03-10-2016,1480,178485,0.00%
HDFC Bank,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,03-10-2016,1480,178485,0.00%
Biocon,SOCIETE GENERALE,BSE,Block,Purchase,09-09-2026,385,650002,0.04%
IRB Infrastructure,HSBC GLOBAL INVESTMENT FUNDS GLOBAL EMERGING MARKETS EQUITY,BSE,Block,Purchase,03-10-2016,250,237474,0.00%
Kalpataru Projects,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Bulk,Purchase,03-10-2016,260,1682208,0.99%
Kalpataru Projects,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Bulk,Sell,03-10-2016,260,1682208,0.99%
Kalpataru Projects,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,03-10-2016,260,1682208,0.99%
Kalpataru Projects,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,03-10-2016,260,1682208,0.99%
LIC Housing Finance,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,03-10-2016,580,783615,0.14%
LIC Housing Finance,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,03-10-2016,580,783615,0.14%
Reliance Industries,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,03-10-2016,1083,417166,0.00%
Reliance Industries,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,03-10-2016,1083,417166,0.00%
Axis Bank,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,26-09-2016,555,660000,0.02%
Axis Bank,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,26-09-2016,555,660000,0.02%
CG Power & Industrial,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Bulk,Purchase,26-09-2016,80,4440000,0.28%
CG Power & Industrial,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Bulk,Sell,26-09-2016,80,4440000,0.28%
CG Power & Industrial,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,26-09-2016,80,4440000,0.28%
CG Power & Industrial,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,26-09-2016,80,4440000,0.28%
HDFC Bank,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,26-09-2016,1512,358000,0.00%
HDFC Bank,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,26-09-2016,1512,358000,0.00%
Infosys,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,26-09-2016,1040,310000,0.01%
Infosys,HSBC GLOBAL INVESTMENT FUNDS GLOBAL EMERGING MARKETS EQUITY,BSE,Block,Purchase,26-09-2016,1040,82037,0.00%
Infosys,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,26-09-2016,1040,310000,0.01%
NTPC,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,26-09-2016,157,2740000,0.03%
NTPC,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,26-09-2016,157,2740000,0.03%
SBI,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,26-09-2016,254,1554000,0.02%
SBI,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,26-09-2016,254,1554000,0.02%
Crompton Greaves,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Bulk,Purchase,26-09-2016,157,6659688,1.03%
Crompton Greaves,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Bulk,Sell,26-09-2016,157,6659688,1.03%
Crompton Greaves,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,26-09-2016,157,6659688,1.03%
Crompton Greaves,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,26-09-2016,157,6659688,1.03%
Cox & Kings,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Bulk,Purchase,19-09-2016,232,1570000,0.89%
Cox & Kings,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Bulk,Sell,19-09-2016,232,1570000,0.89%
Cox & Kings,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,19-09-2016,232,1570000,0.89%
Cox & Kings,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,19-09-2016,232,1570000,0.89%
HCL Technologies,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,19-09-2016,785,508000,0.02%
HCL Technologies,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,19-09-2016,785,508000,0.02%
IDFC,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,19-09-2016,60.9,6320000,0.40%
IDFC,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,19-09-2016,60.9,6320000,0.40%
Infosys,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,19-09-2016,1050,435000,0.01%
Infosys,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,19-09-2016,1050,435000,0.01%
ITC,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,19-09-2016,260,1420000,0.01%
ITC,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,19-09-2016,260,1420000,0.01%
Tech Mahindra,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,19-09-2016,465,896000,0.09%
Tech Mahindra,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,19-09-2016,465,896000,0.09%
IDFC First Bank,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BSE,Block,Purchase,19-09-2016,66,6320000,0.07%
IDFC First Bank,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Sell,19-09-2016,66,6320000,0.07%
ITC,HSBC GLOBAL INVESTMENT FU NDS MAURITIUS LTD,BSE,Block,Purchase,15-09-2016,253,761663,0.01%
JSW Dulux,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,17-12-2025,3150,335465,0.73%
CarTrade Tech,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Sell,27-11-2025,3044.49,451026,0.93%
CarTrade Tech,GOLDMAN SACHS INDIA LIMITED,NSE,Bulk,Sell,10-10-2025,2445,361627,0.75%
JSW Dulux,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,24-09-2025,3358.8,449823,0.98%
JSW Dulux,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,24-09-2025,3358.8,449823,0.98%
JSW Dulux,GOLDMAN SACHS ETF TRUST - GOLDMAN SACHS INDIA EQUITY ETF,NSE,Block,Purchase,24-09-2025,3358.8,1237,0.00%
Aditya Birla Capital,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,11-06-2025,242.65,3363220,0.12%
Aditya Birla Capital,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,11-06-2025,242.65,3363219,0.12%
Sterlite Tech,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Sell,05-03-2025,81.04,10377562,2.02%
Awfis Space Solutions,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,11-12-2024,709.9,856599,1.20%
Awfis Space Solutions,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,11-12-2024,709.9,856599,1.20%
Home First Finance,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,02-12-2024,989.98,859710,0.82%
Afcons Infrastructure,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,04-11-2024,443.65,2529066,0.69%
ideaForge Technology,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,10-10-2024,657.67,649507,1.31%
R Systems Intl,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,04-10-2024,465.15,2845189,2.40%
Nuvama Wealth,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,27-09-2024,6702.6,324539,0.18%
Nuvama Wealth,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,27-09-2024,6702.6,324539,0.18%
Five-Star Business Finance,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,26-09-2024,800.5,709804,0.24%
India Shelter Finance ,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,16-09-2024,752.35,742392,0.68%
Arvind Fashions,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,11-09-2024,574.73,1311062,0.98%
Arvind Fashions,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,11-09-2024,580.71,1006382,0.75%
Medi Assist Healthcare,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,03-09-2024,611.7,1155631,1.55%
Medi Assist Healthcare,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,03-09-2024,611.7,1155631,1.55%
Bajaj Consumer Care,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,05-08-2024,256.02,2418186,1.85%
Archean Chemical ,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,27-06-2024,658,628128,0.51%
Restaurant Brands Asia,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Sell,25-06-2024,104.05,4797361,0.67%
CarTrade Tech,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,24-06-2024,828,619960,1.28%
Spandana Sphoorty,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,18-06-2024,760,1034598,1.29%
Restaurant Brands Asia,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Sell,14-06-2024,105.53,4059827,0.57%
Awfis Space Solutions,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,NSE,Bulk,Purchase,30-05-2024,438.18,1075039,1.50%
TBO Tek,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,NSE,Bulk,Purchase,15-05-2024,1411.35,653187,0.60%
Mold-Tek Packaging,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,14-03-2024,804.98,236368,0.71%
Praveg,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,11-03-2024,850,534171,2.04%
Eureka Forbes,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,22-02-2024,504.95,2345220,1.21%
Eureka Forbes,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,22-02-2024,504.95,2345220,1.21%
Devyani Intl,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,21-02-2024,164.1,1851955,0.15%
Bharat Petroleum,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,14-02-2024,584,411885,0.01%
Kalyan Jewellers,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,08-02-2024,334,5847101,0.57%
Kalyan Jewellers,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,08-02-2024,334,5847101,0.57%
Paradeep Phosphates,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,08-02-2024,76.05,7474568,0.72%
Avalon Technologies,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,08-02-2024,474.01,1493822,2.24%
Medi Assist Healthcare,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,23-01-2024,468.65,1534472,2.05%
Pricol,GOLDMAN SACHS INDIA LIMITED,NSE,Bulk,Purchase,17-01-2024,343.5,1490024,1.22%
Pricol,GOLDMAN SACHS INDIA LIMITED,NSE,Block,Purchase,17-01-2024,343.5,1490024,1.22%
India Shelter Finance ,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,20-12-2023,593.08,591027,0.54%
Archean Chemical ,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,NSE,Bulk,Purchase,18-12-2023,600,623609,0.51%
Pricol,GOLDMAN SACHS INDIA LIMITED,BSE,Bulk,Purchase,08-12-2023,333,2894619,2.37%
Mahindra Logistics,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,08-12-2023,376.19,592042,0.60%
ASK Automotive,GOLDMANSACHS FUNDS GOLDMANSACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,15-11-2023,310.05,2320653,1.18%
IKIO Technologies,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Sell,06-11-2023,346.77,634055,0.82%
CMS Info Systems,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,10-08-2023,356,1190527,0.74%
360 One Wam,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,08-08-2023,500,1492910,0.37%
360 One Wam,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,08-08-2023,500,222992,0.05%
Spandana Sphoorty,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,31-07-2023,830,357532,0.45%
Landmark Cars,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,23-06-2023,658,277850,0.67%
Landmark Cars,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,23-06-2023,658,277850,0.67%
Avalon Technologies,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,18-04-2023,412.91,350230,0.52%
Landmark Cars,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,23-12-2022,466.55,392421,0.95%
Sula Vineyards,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,22-12-2022,351.48,695864,0.82%
Kaynes Technology,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,22-11-2022,705.28,466038,0.70%
Bikaji Foods,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,16-11-2022,324.5,1745354,0.70%
Paradeep Phosphates,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,27-05-2022,45.95,4132211,0.40%
C.E. Info Systems,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,21-12-2021,1392.99,376708,0.69%
RateGain Travel,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,17-12-2021,361.71,719727,0.61%
SJS Enterprises,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,15-11-2021,527.04,254786,0.80%
APL Apollo Tubes,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,05-10-2021,870.9,2908770,1.05%
APL Apollo Tubes,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,05-10-2021,870.9,2908770,1.05%
APL Apollo Tubes,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,05-10-2021,870.9,2908770,1.05%
APL Apollo Tubes,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,05-10-2021,870.9,2908770,1.05%
ICICI Bank,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,28-09-2021,729.9,4734822,0.07%
ICICI Bank,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,28-09-2021,729.9,4734822,0.07%
Reliance Industries,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,28-09-2021,2525.2,900000,0.01%
Reliance Industries,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,28-09-2021,2525.2,900000,0.01%
Sundram Fasteners,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,28-09-2021,908.7,1011052,0.48%
Sundram Fasteners,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,28-09-2021,908.7,1011052,0.48%
Tata Communications,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,28-09-2021,1427.55,200000,0.07%
Tata Communications,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,28-09-2021,1427.55,200000,0.07%
Tube Investments,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,28-09-2021,1438.7,675107,0.35%
Tube Investments,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,28-09-2021,1438.7,675107,0.35%
Stove Kraft,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,28-09-2021,943.35,957763,2.89%
Stove Kraft,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,28-09-2021,943.35,957763,2.89%
Sonata Software,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Bulk,Purchase,24-09-2021,922.6,998925,0.36%
Sonata Software,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,24-09-2021,922.6,998925,0.36%
Sonata Software,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,24-09-2021,922.6,998925,0.36%
Sonata Software,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,24-09-2021,922.6,998925,0.36%
Tata Communications,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,24-09-2021,1460.2,1003500,0.35%
Tata Communications,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,24-09-2021,1460.2,1003500,0.35%
Tata Power Company,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,24-09-2021,143.65,10839103,0.34%
Tata Power Company,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,24-09-2021,143.65,10839103,0.34%
Torrent Pharma,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,24-09-2021,3102.2,377285,0.10%
Torrent Pharma,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,24-09-2021,3102.2,377285,0.10%
Trent,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,24-09-2021,1009.7,785616,0.15%
Trent,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,24-09-2021,1009.7,785616,0.15%
Zensar Technologies,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,24-09-2021,508,2575839,1.13%
Zensar Technologies,GOLDMAN SACHS INDIA LIMITED,BSE,Bulk,Sell,24-09-2021,508,2575839,1.13%
Zensar Technologies,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,24-09-2021,508,2575839,1.13%
Zensar Technologies,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,24-09-2021,508,2575839,1.13%
Route Mobile,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Bulk,Purchase,24-09-2021,1998.35,874445,1.39%
Route Mobile,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,24-09-2021,1998.35,874445,1.39%
Route Mobile,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,24-09-2021,1998.35,874445,1.39%
Route Mobile,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,24-09-2021,1998.35,874445,1.39%
ICICI Bank,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,22-09-2021,711.25,11700000,0.16%
